Fold,SubFold,SentID,Order,Word,,Segmentation,,,,,,,,,,,,,,,
2,B,303,15,ورح,,و+رح,,,,2,B,,,,,,,,,,
2,B,303,16,نجيب,,نجيب,,,,2,B,,,,,,,,,,
2,B,303,17,ا,,ا,,,,2,B,,,,,,,,,,
2,B,303,0,EOS,,EOS,,,,2,B,,,,,,,,,,
4,B,304,1,ههههه,,ههههه,,,,2,B,,,,,,,,,,
4,B,304,2,اختي,,أخت+ي,,,,2,B,,,,,,,,,,
4,B,304,3,ولدنا,,ولد+نا,,,,2,B,,,,,,,,,,
4,B,304,4,مخدامش,,م+خدام+ش,,,,2,B,,,,,,,,,,
4,B,304,5,باش,,باش,,,,2,B,,,,,,,,,,
4,B,304,6,كنا,,كن+ا,,,,2,B,,,,,,,,,,
4,B,304,7,غادي,,غادي,,,,2,B,,,,,,,,,,
4,B,304,8,نعونوه,,نعون+و+ه,,,,2,B,,,,,,,,,,
4,B,304,9,يشري,,يشري,,,,2,B,,,,,,,,,,
4,B,304,10,و,,و,,,,2,B,,,,,,,,,,
4,B,304,11,ويشري,,و+يشري,,,,2,B,,,,,,,,,,
4,B,304,12,صوتنا,,صوت+نا,,,,2,B,,,,,,,,,,
4,B,304,13,بيهم,,بي+هم,,,,2,B,,,,,,,,,,
4,B,304,14,صافي,,صافي,,,,2,B,,,,,,,,,,
4,B,304,15,بح,,بح,,,,2,B,,,,,,,,,,
4,B,304,16,بح,,بح,,,,2,B,,,,,,,,,,
4,B,304,0,EOS,,EOS,,,,5,B,,,,,,,,,,
2,A,305,1,ههههههه,,ههههههه,,,,5,B,,,,,,,,,,
2,A,305,2,شفتي,,شفت+ي,,,,5,B,,,,,,,,,,
2,A,305,3,كن,,كن,,,,5,B,,,,,,,,,,
2,A,305,4,غير,,غير,,,,5,B,,,,,,,,,,
2,A,305,5,طلبتي,,طلب+ت+ي,,,,5,B,,,,,,,,,,
2,A,305,6,الفيزا,,ال+فيزا,,,,5,B,,,,,,,,,,
2,A,305,7,نهار,,نهار,,,,5,B,,,,,,,,,,
2,A,305,8,الي,,الي,,,,5,B,,,,,,,,,,
2,A,305,9,طاحت,,طاح+ت,,,,5,B,,,,,,,,,,
2,A,305,10,باش,,باش,,,,5,B,,,,,,,,,,
2,A,305,11,على,,على,,,,5,B,,,,,,,,,,
2,A,305,12,اللٰه,,الله,,,,5,B,,,,,,,,,,
2,A,305,13,تكون,,تكون,,,,5,B,,,,,,,,,,
2,A,305,14,عطاوها,,عطاو+ها,,,,5,B,,,,,,,,,,
2,A,305,15,لك,,ل+ك,,,,5,B,,,,,,,,,,
2,A,305,16,بارح,,بارح,,,,5,B,,,,,,,,,,
2,A,305,17,و,,و,,,,5,B,,,,,,,,,,
2,A,305,18,مشيتي,,مشي+تي,,,,5,B,,,,,,,,,,
2,A,305,0,EOS,,EOS,,,,5,B,,,,,,,,,,
3,A,306,1,ههههههههههه,,ههههههههههه,,,,5,B,,,,,,,,,,
3,A,306,2,صافي,,صافي,,,,1,B,,,,,,,,,,
3,A,306,3,اللي,,اللي,,,,1,B,,,,,,,,,,
3,A,306,4,قلتيها,,قل+تي+ها,,,,1,B,,,,,,,,,,
3,A,306,5,هي,,هي,,,,1,B,,,,,,,,,,
3,A,306,6,اللي,,اللي,,,,1,B,,,,,,,,,,
3,A,306,7,كاينة,,كاين+ة,,,,1,B,,,,,,,,,,
3,A,306,0,EOS,,EOS,,,,1,B,,,,,,,,,,
5,B,307,1,هههههههههههه,,هههههههههههه,,,,1,B,,,,,,,,,,
5,B,307,2,اويلي,,اويلي,,,,1,B,,,,,,,,,,
5,B,307,3,شوف,,شوف,,,,1,B,,,,,,,,,,
5,B,307,4,شكون,,شكون,,,,1,B,,,,,,,,,,
5,B,307,5,كيخسر,,ك+يخسر,,,,1,B,,,,,,,,,,
5,B,307,6,لهدرة,,ل+هدر+ة,,,,1,B,,,,,,,,,,
5,B,307,7,دابا,,دابا,,,,1,B,,,,,,,,,,
5,B,307,0,EOS,,EOS,,,,1,B,,,,,,,,,,
2,A,308,1,هههههههههههههه,,هههههههههههههه,,,,1,B,,,,,,,,,,
2,A,308,2,ما,,ما,,,,1,B,,,,,,,,,,
2,A,308,3,تخافيش,,تخاف+ي+ش,,,,1,B,,,,,,,,,,
2,A,308,4,كاين,,كاين,,,,1,B,,,,,,,,,,
2,A,308,5,بزاف,,بزاف,,,,1,B,,,,,,,,,,
2,A,308,6,للأسف,,ل+ال+أسف,,,,1,B,,,,,,,,,,
2,A,308,7,معاقين,,معاق+ين,,,,1,B,,,,,,,,,,
2,A,308,8,عاطفيا,,عاطفي+ا,,,,1,B,,,,,,,,,,
2,A,308,9,ههه,,ههه,,,,1,B,,,,,,,,,,
2,A,308,0,EOS,,EOS,,,,1,B,,,,,,,,,,
4,A,309,1,هوبا,,هوبا,,,,1,B,,,,,,,,,,
4,A,309,2,جاب,,جاب,,,,1,B,,,,,,,,,,
4,A,309,3,لحنان,,ل+حنان,,,,1,B,,,,,,,,,,
4,A,309,4,بوحدها,,ب+وحد+ها,,,,1,B,,,,,,,,,,
4,A,309,5,كادو,,كادو,,,,1,B,,,,,,,,,,
4,A,309,6,عبر,,عبر,,,,1,B,,,,,,,,,,
4,A,309,7,ليا,,ليا,,,,1,B,,,,,,,,,,
4,A,309,8,على,,على,,,,4,B,,,,,,,,,,
4,A,309,9,لبشار,,ل+بشار,,,,4,B,,,,,,,,,,
4,A,309,10,ملي,,ملي,,,,4,B,,,,,,,,,,
4,A,309,11,رجع,,رجع,,,,4,B,,,,,,,,,,
4,A,309,12,هو,,هو,,,,4,B,,,,,,,,,,
4,A,309,13,او,,أو,,,,4,B,,,,,,,,,,
4,A,309,14,رفاييل,,رفاييل,,,,4,B,,,,,,,,,,
4,A,309,15,الطلاب,,ال+طلاب,,,,4,B,,,,,,,,,,
4,A,309,16,تغيرو,,تغير+و,,,,4,B,,,,,,,,,,
4,A,309,17,بزاف,,بزاف,,,,4,B,,,,,,,,,,
4,A,309,18,سبحان,,سبحان,,,,4,B,,,,,,,,,,
4,A,309,19,الله,,الله,,,,4,B,,,,,,,,,,
4,A,309,20,كلشي,,كلشي,,,,4,B,,,,,,,,,,
4,A,309,21,د,,د,,,,4,B,,,,,,,,,,
4,A,309,0,EOS,,EOS,,,,4,B,,,,,,,,,,
4,B,310,1,هوبتي,,هوب+تي,,,,4,B,,,,,,,,,,
4,B,310,2,عين,,عين,,,,4,B,,,,,,,,,,
4,B,310,3,و,,و,,,,4,B,,,,,,,,,,
4,B,310,4,صابتك,,صاب+ت+ك,,,,4,B,,,,,,,,,,
4,B,310,5,يا,,يا,,,,4,B,,,,,,,,,,
4,B,310,6,روحي,,روح+ي,,,,3,B,,,,,,,,,,
4,B,310,7,ما,,ما,,,,3,B,,,,,,,,,,
4,B,310,8,نحبش,,نحب+ش,,,,3,B,,,,,,,,,,
4,B,310,9,نشوفك,,نشوف+ك,,,,3,B,,,,,,,,,,
4,B,310,10,هكا,,هكا,,,,3,B,,,,,,,,,,
4,B,310,11,اووووف,,اوف,,,,3,B,,,,,,,,,,
4,B,310,12,ايهاب,,ايهاب,,,,3,B,,,,,,,,,,
4,B,310,13,امير,,امير,,,,3,B,,,,,,,,,,
4,B,310,14,فخر,,فخر,,,,3,B,,,,,,,,,,
4,B,310,15,العرب,,ال+عرب,,,,3,B,,,,,,,,,,
4,B,310,0,EOS,,EOS,,,,3,B,,,,,,,,,,
4,A,311,1,هي,,هي,,,,3,B,,,,,,,,,,
4,A,311,2,لا,,لا,,,,3,B,,,,,,,,,,
4,A,311,3,شفتي,,شفت+ي,,,,3,B,,,,,,,,,,
4,A,311,4,ليا,,ليا,,,,3,B,,,,,,,,,,
4,A,311,5,النمرة,,ال+نمر+ة,,,,3,B,,,,,,,,,,
4,A,311,6,ديال,,ديال,,,,3,B,,,,,,,,,,
4,A,311,7,مولات,,مول+ات,,,,3,B,,,,,,,,,,
4,A,311,8,لكحل,,لكحل,,,,3,B,,,,,,,,,,
4,A,311,9,عىليمن,,ع+ليمن,,,,3,B,,,,,,,,,,
4,A,311,0,EOS,,EOS,,,,3,B,,,,,,,,,,
5,B,312,1,و,,و,,,,3,B,,,,,,,,,,
5,B,312,2,الله,,الله,,,,3,B,,,,,,,,,,
5,B,312,3,معندكم,,معند+كم,,,,3,B,,,,,,,,,,
5,B,312,4,لوجه,,ل+وجه,,,,3,B,,,,,,,,,,
5,B,312,5,علاش,,علاش,,,,3,B,,,,,,,,,,
5,B,312,6,تحشمو,,تحشم+و,,,,3,B,,,,,,,,,,
5,B,312,0,EOS,,EOS,,,,3,B,,,,,,,,,,
1,B,313,1,و,,و,,,,3,B,,,,,,,,,,
1,B,313,2,انا,,أنا,,,,3,B,,,,,,,,,,
1,B,313,3,عندي,,عند+ي,,,,3,B,,,,,,,,,,
1,B,313,4,نية,,ني+ة,,,,3,B,,,,,,,,,,
1,B,313,5,نعطيه,,نعطي+ه,,,,3,B,,,,,,,,,,
1,B,313,6,ثلاثة,,ثلاث+ة,,,,3,B,,,,,,,,,,
1,B,313,7,زوز,,زوز,,,,3,B,,,,,,,,,,
1,B,313,8,غل,,غل,,,,3,B,,,,,,,,,,
1,B,313,9,و,,و,,,,3,B,,,,,,,,,,
1,B,313,10,الثالت,,ال+ثالت,,,,3,B,,,,,,,,,,
1,B,313,11,غلا,,غلا,,,,3,B,,,,,,,,,,
1,B,313,0,EOS,,EOS,,,,3,B,,,,,,,,,,
1,B,314,1,و,,و,,,,3,B,,,,,,,,,,
1,B,314,2,زيدي,,زيد+ي,,,,3,B,,,,,,,,,,
1,B,314,3,نصيحة,,نصيح+ة,,,,3,B,,,,,,,,,,
1,B,314,4,ليك,,لي+ك,,,,3,B,,,,,,,,,,
1,B,314,5,ما,,ما,,,,3,B,,,,,,,,,,
1,B,314,6,تكتريناش,,تكتري+نا+ش,,,,3,B,,,,,,,,,,
1,B,314,7,المشاكل,,ال+مشاكل,,,,3,B,,,,,,,,,,
1,B,314,8,صبح,,صبح,,,,3,B,,,,,,,,,,
1,B,314,9,ربي,,رب+ي,,,,3,B,,,,,,,,,,
1,B,314,10,اول,,اول,,,,3,B,,,,,,,,,,
1,B,314,11,شي,,شي,,,,3,B,,,,,,,,,,
1,B,314,12,جيل,,جيل,,,,3,B,,,,,,,,,,
1,B,314,13,اف,,اف,,,,3,B,,,,,,,,,,
1,B,314,14,ام,,ام,,,,3,B,,,,,,,,,,
1,B,314,15,من,,من,,,,3,B,,,,,,,,,,
1,B,314,16,ناس,,ناس,,,,5,B,,,,,,,,,,
1,B,314,17,لي,,لي,,,,5,B,,,,,,,,,,
1,B,314,18,تحب,,تحب,,,,5,B,,,,,,,,,,
1,B,314,19,الكل,,ال+كل,,,,5,B,,,,,,,,,,
1,B,314,20,و,,و,,,,5,B,,,,,,,,,,
1,B,314,21,المغرب,,ال+مغرب,,,,5,B,,,,,,,,,,
1,B,314,22,و,,و,,,,5,B,,,,,,,,,,
1,B,314,23,الجزائر,,ال+جزائر,,,,5,B,,,,,,,,,,
1,B,314,24,خاوة,,خاو+ة,,,,5,B,,,,,,,,,,
1,B,314,25,وراح,,و+راح,,,,5,B,,,,,,,,,,
1,B,314,26,نفكر,,نفكر,,,,5,B,,,,,,,,,,
1,B,314,0,EOS,,EOS,,,,5,B,,,,,,,,,,
2,A,315,1,وا,,وا,,,,5,B,,,,,,,,,,
2,A,315,2,أنيس,,أنيس,,,,5,B,,,,,,,,,,
2,A,315,3,سمحليا,,سمح+ل+يا,,,,5,B,,,,,,,,,,
2,A,315,4,حيث,,حيث,,,,5,B,,,,,,,,,,
2,A,315,5,تعصبت,,تعصب+ت,,,,5,B,,,,,,,,,,
2,A,315,6,منك,,منك,,,,5,B,,,,,,,,,,
2,A,315,7,النهارات,,ال+نهار+ات,,,,5,B,,,,,,,,,,
2,A,315,8,اللي,,اللي,,,,5,B,,,,,,,,,,
2,A,315,9,فاتو,,فات+و,,,,5,B,,,,,,,,,,
2,A,315,10,و,,و,,,,5,B,,,,,,,,,,
2,A,315,11,أنت,,أنت,,,,5,B,,,,,,,,,,
2,A,315,12,إيهاب,,إيهاب,,,,5,B,,,,,,,,,,
2,A,315,13,بلا,,ب+لا,,,,5,B,,,,,,,,,,
2,A,315,14,متغنيليا,,م+تغني+ل+يا,,,,5,B,,,,,,,,,,
2,A,315,15,راها,,راها,,,,5,B,,,,,,,,,,
2,A,315,16,باينة,,باين+ة,,,,5,B,,,,,,,,,,
2,A,315,17,كانت,,كان+ت,,,,5,B,,,,,,,,,,
2,A,315,18,لياخاينة,,ل+يا خاين+ة,,,,5,B,,,,,,,,,,
2,A,315,19,هههه,,هههه,,,,5,B,,,,,,,,,,
2,A,315,0,EOS,,EOS,,,,5,B,,,,,,,,,,
5,B,316,1,وا,,وا,,,,5,B,,,,,,,,,,
5,B,316,2,بنادممممم,,بنادم,,,,5,B,,,,,,,,,,
5,B,316,3,واش,,واش,,,,5,B,,,,,,,,,,
5,B,316,4,بغيتو,,بغيت+و,,,,5,B,,,,,,,,,,
5,B,316,5,البنت,,ال+بنت,,,,5,B,,,,,,,,,,
5,B,316,6,تبكي,,تبكي,,,,5,B,,,,,,,,,,
5,B,316,7,و,,و,,,,5,B,,,,,,,,,,
5,B,316,8,هي,,هي,,,,5,B,,,,,,,,,,
5,B,316,9,عارفا,,عارف+ا,,,,5,B,,,,,,,,,,
5,B,316,10,كلشي,,كلشي,,,,5,B,,,,,,,,,,
5,B,316,11,تزوير,,تزوير,,,,5,B,,,,,,,,,,
5,B,316,12,و,,و,,,,5,B,,,,,,,,,,
5,B,316,13,ايهاب,,ايهاب,,,,5,B,,,,,,,,,,
5,B,316,14,عارف,,عارف,,,,5,B,,,,,,,,,,
5,B,316,15,و,,و,,,,5,B,,,,,,,,,,
5,B,316,16,ايهاب,,ايهاب,,,,5,B,,,,,,,,,,
5,B,316,17,كال,,كال,,,,5,B,,,,,,,,,,
5,B,316,18,ليها,,لي+ها,,,,5,B,,,,,,,,,,
5,B,316,19,راك,,را+ك,,,,5,B,,,,,,,,,,
5,B,316,20,عارفا,,عارف+ا,,,,5,B,,,,,,,,,,
5,B,316,21,و,,و,,,,5,B,,,,,,,,,,
5,B,316,22,الرسالة,,ال+رسال+ة,,,,5,B,,,,,,,,,,
5,B,316,23,فيها,,في+ها,,,,5,B,,,,,,,,,,
5,B,316,24,كلشي,,كلشي,,,,5,B,,,,,,,,,,
5,B,316,0,EOS,,EOS,,,,5,B,,,,,,,,,,
4,A,317,1,واخا,,و+اخا,,,,5,B,,,,,,,,,,
4,A,317,2,فيك,,في+ك,,,,5,B,,,,,,,,,,
4,A,317,3,اسي,,اسي,,,,5,B,,,,,,,,,,
4,A,317,4,شادي,,شادي,,,,5,B,,,,,,,,,,
4,A,317,5,الوالدة,,ال+والد+ة,,,,5,B,,,,,,,,,,
4,A,317,6,كاينة,,كاين+ة,,,,5,B,,,,,,,,,,
4,A,317,7,وماتقولهاش,,و+ما+تقول+ها+ش,,,,5,B,,,,,,,,,,
4,A,317,0,EOS,,EOS,,,,5,B,,,,,,,,,,
5,B,318,1,واخيرا,,و+أخير+ا,,,,5,B,,,,,,,,,,
5,B,318,2,اقرت,,أقر+ت,,,,5,B,,,,,,,,,,
5,B,318,3,بالحقيقة,,ب+ال+حقيق+ة,,,,5,B,,,,,,,,,,
5,B,318,4,ها,,ها,,,,5,B,,,,,,,,,,
5,B,318,5,هيا,,هيا,,,,5,B,,,,,,,,,,
5,B,318,6,كرات,,كر+ات,,,,5,B,,,,,,,,,,
5,B,318,7,غير,,غير,,,,5,B,,,,,,,,,,
5,B,318,8,باش,,باش,,,,5,B,,,,,,,,,,
5,B,318,9,تعرفو,,تعرف+و,,,,5,B,,,,,,,,,,
5,B,318,10,باللي,,ب+اللي,,,,5,B,,,,,,,,,,
5,B,318,11,حنان,,حنان,,,,2,B,,,,,,,,,,
5,B,318,12,معندهاش,,م+عند+ها+ش,,,,2,B,,,,,,,,,,
5,B,318,13,من,,من,,,,2,B,,,,,,,,,,
5,B,318,14,غيرنا,,غير+نا,,,,2,B,,,,,,,,,,
5,B,318,15,و,,و,,,,2,B,,,,,,,,,,
5,B,318,16,مين,,مين,,,,2,B,,,,,,,,,,
5,B,318,17,غير,,غير,,,,2,B,,,,,,,,,,
5,B,318,18,ايهب,,ايهب,,,,2,B,,,,,,,,,,
5,B,318,19,و,,و,,,,2,B,,,,,,,,,,
5,B,318,20,رفا,,رفا,,,,2,B,,,,,,,,,,
5,B,318,21,وانيس,,و+انيس,,,,2,B,,,,,,,,,,
5,B,318,0,EOS,,EOS,,,,2,B,,,,,,,,,,
3,A,319,1,واش,,واش,,,,2,B,,,,,,,,,,
3,A,319,2,حاسبة,,حاسب+ة,,,,2,B,,,,,,,,,,
3,A,319,3,روحك,,روح+ك,,,,2,B,,,,,,,,,,
3,A,319,4,تهدري,,تهدر+ي,,,,2,B,,,,,,,,,,
3,A,319,5,باسم,,باسم,,,,2,B,,,,,,,,,,
3,A,319,6,سهيلة,,سهيلة,,,,2,B,,,,,,,,,,
3,A,319,7,وجدي,,و+جدي,,,,2,B,,,,,,,,,,
3,A,319,8,روحك,,روح+ك,,,,2,B,,,,,,,,,,
3,A,319,9,والله,,و+الله,,,,1,B,,,,,,,,,,
3,A,319,10,حسابك,,حساب+ك,,,,1,B,,,,,,,,,,
3,A,319,11,راح,,راح,,,,1,B,,,,,,,,,,
3,A,319,12,يتقفل,,يتقفل,,,,1,B,,,,,,,,,,
3,A,319,13,ووكل,,و+وكل,,,,1,B,,,,,,,,,,
3,A,319,14,شي,,شي,,,,1,B,,,,,,,,,,
3,A,319,15,يوصل,,يوصل,,,,1,B,,,,,,,,,,
3,A,319,16,لسهيلة,,ل+سهيلة,,,,1,B,,,,,,,,,,
3,A,319,17,لانك,,لأن+ك,,,,1,B,,,,,,,,,,
3,A,319,18,راكي,,را+كي,,,,1,B,,,,,,,,,,
3,A,319,19,تغلطي,,تغلط+ي,,,,1,B,,,,,,,,,,
3,A,319,20,مع,,مع,,,,1,B,,,,,,,,,,
3,A,319,21,جمهورها,,جمهور+ها,,,,1,B,,,,,,,,,,
3,A,319,22,و,,و,,,,1,B,,,,,,,,,,
3,A,319,0,EOS,,EOS,,,,1,B,,,,,,,,,,
4,B,320,1,واش,,واش,,,,1,B,,,,,,,,,,
4,B,320,2,رايحة,,رايح+ة,,,,1,B,,,,,,,,,,
4,B,320,3,تحكي,,تحكي,,,,1,B,,,,,,,,,,
4,B,320,4,على,,على,,,,1,B,,,,,,,,,,
4,B,320,5,سهيلة,,سهيلة,,,,1,B,,,,,,,,,,
4,B,320,6,هدي,,هدي,,,,1,B,,,,,,,,,,
4,B,320,7,المغيارة,,ال+مغيار+ة,,,,1,B,,,,,,,,,,
4,B,320,0,EOS,,EOS,,,,1,B,,,,,,,,,,
3,B,321,1,واش,,واش,,,,1,B,,,,,,,,,,
3,B,321,2,رايكم,,راي+كم,,,,1,B,,,,,,,,,,
3,B,321,3,فتصريح,,ف+تصريح,,,,1,B,,,,,,,,,,
3,B,321,4,منا,,من+ا,,,,5,B,,,,,,,,,,
3,B,321,5,اكيييد,,اكيد,,,,5,B,,,,,,,,,,
3,B,321,6,فديرو,,ف+دير+و,,,,5,B,,,,,,,,,,
3,B,321,7,مفبرك,,مفبرك,,,,5,B,,,,,,,,,,
3,B,321,8,لكن,,لكن,,,,5,B,,,,,,,,,,
3,B,321,9,ما,,ما,,,,5,B,,,,,,,,,,
3,B,321,10,رايكم,,راي+كم,,,,5,B,,,,,,,,,,
3,B,321,11,فكلام,,ف+كلام,,,,5,B,,,,,,,,,,
3,B,321,12,تاني,,تاني,,,,5,B,,,,,,,,,,
3,B,321,0,EOS,,EOS,,,,5,B,,,,,,,,,,
2,B,322,1,واش,,واش,,,,5,B,,,,,,,,,,
2,B,322,2,عمل,,عمل,,,,5,B,,,,,,,,,,
2,B,322,3,مسكين,,مسكين,,,,5,B,,,,,,,,,,
2,B,322,4,قولولنا,,قول+و+ل+نا,,,,5,B,,,,,,,,,,
2,B,322,5,الطفل,,ال+طفل,,,,5,B,,,,,,,,,,
2,B,322,6,عاقل,,عاقل,,,,5,B,,,,,,,,,,
2,B,322,7,ومربي,,و+مربي,,,,5,B,,,,,,,,,,
2,B,322,8,وحمر,,و+حمر,,,,3,A,,,,,,,,,,
2,B,322,9,وجه,,وجه,,,,3,A,,,,,,,,,,
2,B,322,10,امو,,ام+و,,,,3,A,,,,,,,,,,
2,B,322,11,وباباه,,و+بابا+ه,,,,3,A,,,,,,,,,,
2,B,322,12,وراهم,,ورا+هم,,,,3,A,,,,,,,,,,
2,B,322,13,راضيين,,راضي+ين,,,,3,A,,,,,,,,,,
2,B,322,14,عليه,,علي+ه,,,,3,A,,,,,,,,,,
2,B,322,15,دنيا,,دنيا,,,,3,A,,,,,,,,,,
2,B,322,16,واخرة,,و+اخر+ة,,,,3,A,,,,,,,,,,
2,B,322,17,وادعاو,,و+ادع+او,,,,3,A,,,,,,,,,,
2,B,322,18,عليكم,,علي+كم,,,,3,A,,,,,,,,,,
2,B,322,19,واش,,واش,,,,3,A,,,,,,,,,,
2,B,322,20,راح,,راح,,,,3,A,,,,,,,,,,
2,B,322,21,تربحو,,تربح+و,,,,3,A,,,,,,,,,,
2,B,322,22,انيس,,انيس,,,,3,A,,,,,,,,,,
2,B,322,23,خط,,خط,,,,3,A,,,,,,,,,,
2,B,322,0,EOS,,EOS,,,,3,A,,,,,,,,,,
3,A,323,1,واش,,واش,,,,3,A,,,,,,,,,,
3,A,323,2,كلشي,,كلشي,,,,3,A,,,,,,,,,,
3,A,323,3,كان,,كان,,,,4,B,,,,,,,,,,
3,A,323,4,كاي,,كاي,,,,4,B,,,,,,,,,,
3,A,323,5,قطع,,قطع,,,,4,B,,,,,,,,,,
3,A,323,6,صدايف,,صدايف,,,,4,B,,,,,,,,,,
3,A,323,7,ديال,,ديال,,,,4,B,,,,,,,,,,
3,A,323,8,الطابلية,,ال+طابلي+ة,,,,4,B,,,,,,,,,,
3,A,323,9,باش,,باش,,,,4,B,,,,,,,,,,
3,A,323,10,گعما,,ك+عما,,,,4,B,,,,,,,,,,
3,A,323,11,يسدها,,يسد+ها,,,,4,B,,,,,,,,,,
3,A,323,12,كلاسيكيات,,كلاسيكي+ات,,,,4,B,,,,,,,,,,
3,A,323,13,ابتدائي,,ابتدائي,,,,4,B,,,,,,,,,,
3,A,323,0,EOS,,EOS,,,,4,B,,,,,,,,,,
4,B,324,1,واش,,واش,,,,4,B,,,,,,,,,,
4,B,324,2,نقزو,,نقزو,,,,4,B,,,,,,,,,,
4,B,324,3,سطر,,سطر,,,,4,B,,,,,,,,,,
4,B,324,4,ولا,,ولا,,,,4,B,,,,,,,,,,
4,B,324,5,جوج,,جوج,,,,4,B,,,,,,,,,,
4,B,324,0,EOS,,EOS,,,,4,B,,,,,,,,,,
1,A,325,1,واعرة,,واعر+ة,,,,4,B,,,,,,,,,,
1,A,325,2,واعرة,,واعر+ة,,,,4,B,,,,,,,,,,
1,A,325,3,واعرة,,واعر+ة,,,,4,B,,,,,,,,,,
1,A,325,4,هده,,هده,,,,4,B,,,,,,,,,,
1,A,325,5,الاغنية,,ال+اغني+ة,,,,4,B,,,,,,,,,,
1,A,325,6,واقعية,,واقعي+ة,,,,4,B,,,,,,,,,,
1,A,325,7,جدا,,جد+ا,,,,4,B,,,,,,,,,,
1,A,325,8,مسلم,,مسلم,,,,1,A,,,,,,,,,,
1,A,325,9,دائما,,دائم+ا,,,,1,A,,,,,,,,,,
1,A,325,10,يبهرني,,يبهر+ني,,,,1,A,,,,,,,,,,
1,A,325,11,بأغانيه,,ب+أغاني+ه,,,,1,A,,,,,,,,,,
1,A,325,0,EOS,,EOS,,,,1,A,,,,,,,,,,
4,B,326,1,والحاجة,,و+ال+حاج+ة,,,,1,A,,,,,,,,,,
4,B,326,2,لي,,لي,,,,1,A,,,,,,,,,,
4,B,326,3,تقتلني,,تقتل+ني,,,,1,A,,,,,,,,,,
4,B,326,4,فيها,,في+ها,,,,1,A,,,,,,,,,,
4,B,326,5,مشاغبة,,مشاغب+ة,,,,1,A,,,,,,,,,,
4,B,326,6,طوايشية,,طوايشي+ة,,,,1,A,,,,,,,,,,
4,B,326,7,و,,و,,,,1,A,,,,,,,,,,
4,B,326,8,تاع,,تاع,,,,1,A,,,,,,,,,,
4,B,326,9,مقالب,,مقالب,,,,1,A,,,,,,,,,,
4,B,326,10,و,,و,,,,1,A,,,,,,,,,,
4,B,326,11,زهو,,زهو,,,,1,A,,,,,,,,,,
4,B,326,12,و,,و,,,,5,A,,,,,,,,,,
4,B,326,13,سهرات,,سهر+ات,,,,5,A,,,,,,,,,,
4,B,326,14,مكانش,,مكانش,,,,5,A,,,,,,,,,,
4,B,326,15,منها,,من+ها,,,,5,A,,,,,,,,,,
4,B,326,16,زوج,,زوج,,,,5,A,,,,,,,,,,
4,B,326,17,حق,,حق,,,,5,A,,,,,,,,,,
4,B,326,18,الرب,,ال+رب,,,,5,A,,,,,,,,,,
4,B,326,0,EOS,,EOS,,,,5,A,,,,,,,,,,
1,A,327,1,والله,,و+الله,,,,5,A,,,,,,,,,,
1,A,327,2,اصاحبي,,اصاحب+ي,,,,5,A,,,,,,,,,,
1,A,327,3,سروال,,سروال,,,,5,A,,,,,,,,,,
1,A,327,4,البسباس,,ال+بسباس,,,,5,A,,,,,,,,,,
1,A,327,5,قتلنا,,قتل+نا,,,,5,A,,,,,,,,,,
1,A,327,6,بالريحة,,ب+ال+ريح+ة,,,,5,A,,,,,,,,,,
1,A,327,7,بزاف,,بزاف,,,,5,A,,,,,,,,,,
1,A,327,8,مشاااكيل,,مشاكيل,,,,5,A,,,,,,,,,,
1,A,327,9,و,,و,,,,5,A,,,,,,,,,,
1,A,327,10,حق,,حق,,,,5,A,,,,,,,,,,
1,A,327,11,الرب,,ال+رب,,,,5,A,,,,,,,,,,
1,A,327,12,ذكريات,,ذكري+ات,,,,5,A,,,,,,,,,,
1,A,327,13,الجيش,,ال+جيش,,,,5,A,,,,,,,,,,
1,A,327,14,السوهابي,,ال+سوهابي,,,,5,A,,,,,,,,,,
1,A,327,0,EOS,,EOS,,,,3,A,,,,,,,,,,
3,B,328,1,ودابا,,و+دابا,,,,3,A,,,,,,,,,,
3,B,328,2,المخابز,,ال+مخابز,,,,3,A,,,,,,,,,,
3,B,328,3,دارو,,دار+و,,,,3,A,,,,,,,,,,
3,B,328,4,الاضراب,,ال+إضراب,,,,3,A,,,,,,,,,,
3,B,328,5,في,,في,,,,3,A,,,,,,,,,,
3,B,328,6,المغرب,,ال+مغرب,,,,3,A,,,,,,,,,,
3,B,328,7,هاعلاش,,ها+علاش,,,,3,A,,,,,,,,,,
3,B,328,8,خاصنا,,خاص+نا,,,,3,A,,,,,,,,,,
3,B,328,9,نضموا,,نضم+وا,,,,3,A,,,,,,,,,,
3,B,328,10,لدول,,ل+دول,,,,3,A,,,,,,,,,,
3,B,328,11,مجلس,,مجلس,,,,3,A,,,,,,,,,,
3,B,328,12,التعاون,,ال+تعاون,,,,3,A,,,,,,,,,,
3,B,328,13,الخليجي,,ال+خليجي,,,,3,A,,,,,,,,,,
3,B,328,0,EOS,,EOS,,,,3,A,,,,,,,,,,
4,B,329,1,وسير,,و+سير,,,,3,A,,,,,,,,,,
4,B,329,2,دافع,,دافع,,,,3,A,,,,,,,,,,
4,B,329,3,على,,على,,,,3,A,,,,,,,,,,
4,B,329,4,ابيضار,,ابيضار,,,,3,A,,,,,,,,,,
4,B,329,5,راه,,را+ه,,,,5,A,,,,,,,,,,
4,B,329,6,تاهي,,تا+هي,,,,5,A,,,,,,,,,,
